,Date,Short Description,Accurate Sentiments,Price,Open,High,Low,Vol.,Change %,roolin7,roolin30,shift_price,new Short Description,sentiment_result
130,2021-12-30 09:37:00,kazakhstan is debating a plan to build a nuclear power plant that could help the country to strengthen its bitcoin and crypto mining sector in the longer term,0.9989504814147948,63980.5,64090.4,65102.0,63253.5,51.27,-0.17,66403.85714285714,62678.39333333333,66677.4,kazakhstan debating plan build nuclear power plant could help country strengthen bitcoin crypto mining sector longer term,1
131,2021-12-30 15:49:00,microstrategy announced that they have spent another usd m on bitcoin,0.0,64089.2,65052.8,66051.5,63897.5,66.11,-1.48,66220.81428571428,62852.12666666666,63980.5,microstrategy announced spent another usd bitcoin,0
132,2021-12-30 16:38:00,get your daily bitesized digest of cryptoasset and blockchainrelated news,0.0,65049.7,64749.2,65319.5,62430.8,93.63,0.41,66093.94285714286,63102.630000000005,64089.2,get daily bitesized digest cryptoasset blockchainrelated news,0
133,2021-12-31 04:46:00,bitcoin price is struggling to recover above usd  ethereum is stuck below usd  luna gained ,-0.8076665997505188,64782.4,60794.7,64869.5,60678.8,96.02,6.56,65698.05714285714,63305.11666666667,65049.7,bitcoin price struggling recover usd ethereum stuck usd luna gained,-1
134,2021-12-31 10:47:00,in  xcdecentralized derivatives exchanges will attract more traders despite the associated protocol riskxd said arcane research,0.9994297623634338,60794.9,59207.9,61326.9,59207.9,47.48,2.68,64646.08571428571,63311.77333333334,64782.4,xcdecentralized derivatives exchanges attract traders despite associated protocol riskxd said arcane research,1
135,2021-12-31 15:39:00,get your daily bitesized digest of cryptoasset and blockchainrelated news,0.0,59209.8,57897.4,59826.5,57770.6,34.28,2.29,63511.98571428571,63307.1,60794.9,get daily bitesized digest cryptoasset blockchainrelated news,0
136,2021-12-31 17:00:00,carlos acevedo has hit out at the staterun company that operates the wallet chivo saying that it would have already been shut down by regulators if it were a private company,-0.9371344447135924,57885.1,57338.3,58520.9,56575.7,56.84,0.96,62255.942857142865,63279.49333333333,59209.8,carlos acevedo hit staterun company operates wallet chivo saying would already shut regulators private company,-1
137,2022-01-01 20:57:00,the us sec will go after most altcoins since they are actually securities said kiyosaki,0.0,57337.3,57745.9,59404.4,57095.0,66.4,-0.71,61306.91428571429,63159.68000000001,57885.1,us sec go altcoins since actually securities said kiyosaki,0
138,2022-01-03 04:41:00,bitcoin price is struggling to gain pace above usd  ethereum eyes usd  xrp nears usd ,-0.995185911655426,57746.7,58040.2,59393.8,57185.3,59.6,-0.5,60400.84285714286,63056.21666666667,57337.3,bitcoin price struggling gain pace usd ethereum eyes usd xrp nears usd,-1
139,2022-01-03 11:56:00,the crypto community is celebrating bitcoin becoming a teenager reminding that allowing a third party to store someone's private keys is against bitcoin's ideals of monetary sovereignty,0.0,58039.4,56721.3,58234.0,56306.3,64.25,2.32,59399.37142857142,62934.206666666665,57746.7,crypto community celebrating bitcoin becoming teenager reminding allowing third party store someone's private keys bitcoin's ideals monetary sovereignty,0
140,2022-01-03 12:49:00,bitcoin price is eyeing an upside break above usd  ethereum could surge above usd  xrp is facing resistance near usd ,0.995149791240692,56724.7,55850.2,58115.8,54320.0,102.91,1.55,58248.27142857143,62987.666666666664,58039.4,bitcoin price eyeing upside break usd ethereum could surge usd xrp facing resistance near usd,1
141,2022-01-03 16:17:00,get your daily bitesized digest of cryptoasset and blockchainrelated news,0.0,55861.1,58240.2,58394.6,55756.3,41.12,-4.12,57543.44285714285,62981.11,56724.7,get daily bitesized digest cryptoasset blockchainrelated news,0
142,2022-01-03 19:00:00,the firm made the case for evaluating the number one cryptocurrency as an investable asset through three layers,0.0,58259.2,56640.0,58462.0,56026.8,46.91,2.86,57407.642857142855,63123.78333333333,55861.1,firm made case evaluating number one cryptocurrency investable asset three layers,0
143,2022-01-04 04:48:00,bitcoin price started a fresh decline below usd  ethereum retested the usd  zone xrp is still below usd ,-0.997401475906372,56641.8,57025.7,57471.1,53883.4,175.51,-0.67,57230.028571428564,63073.78333333333,58259.2,bitcoin price started fresh decline usd ethereum retested usd zone xrp still usd,-1
144,2022-01-04 12:51:00,meanwhile the number of crypto bans around the world has grown significantly in less than four years,0.9996198415756226,57026.3,60201.4,60463.0,56812.7,116.38,-5.27,57185.6,62951.43666666667,56641.8,meanwhile number crypto bans around world grown significantly less four years,1
145,2022-01-04 16:52:00,get your daily bitesized digest of cryptoasset and blockchainrelated news,0.0,60199.3,62104.9,62263.6,59466.6,73.34,-3.07,57535.97142857143,62908.79000000001,57026.3,get daily bitesized digest cryptoasset blockchainrelated news,0
146,2022-01-04 16:56:00,the post was particularly baffling because of its timing,0.0,62103.3,62888.3,63257.0,61797.6,46.52,-1.25,58116.52857142857,62799.80333333334,60199.3,post particularly baffling timing,0
147,2022-01-05 10:55:00,ira kleiman and his legal team want to resume the battle x in a brand new trial,0.0,62890.1,62768.8,63842.1,62558.0,59.94,0.22,58997.299999999996,62741.939999999995,62103.3,ira kleiman legal team want resume battle x brand new trial,0
148,2022-01-05 11:47:00,meanwhile bloomberg analyst mike mcglone argues that  could be the year gold shines again,0.99720299243927,62754.3,60973.1,63006.6,60703.7,37.21,2.92,59982.042857142864,62627.58666666667,62890.1,meanwhile bloomberg analyst mike mcglone argues could year gold shines,1
149,2022-01-05 14:49:00,'we want to reward our longtime shareholders for their continued support and encourage financial freedom',0.9994497895240784,60973.4,60403.7,61192.8,60382.8,26.56,0.94,60369.78571428572,62433.41,62754.3,'we want reward longtime shareholders continued support encourage financial freedom',1
150,2022-01-05 15:26:00,it is the xcboringxd market in december that has made leverage more attractive among traders,0.999620795249939,60403.3,61684.6,62175.4,60081.9,58.95,-2.08,60907.14285714286,62171.64333333333,60973.4,xcboringxd market december made leverage attractive among traders,1
151,2022-01-06 00:00:00,governments in south america are gearing up to regulate crypto in the year ahead,0.0,61685.3,60848.3,62351.2,60629.4,48.79,1.37,61572.71428571428,61966.38333333333,60403.3,governments south america gearing regulate crypto year ahead,0
152,2022-01-06 04:55:00,bitcoin price declined sharply below usd  ethereum is down  towards usd  xrp declined below usd ,-0.9978545308113098,60849.4,61809.9,62469.4,60715.1,54.95,-1.55,61665.58571428571,61731.07666666666,61685.3,bitcoin price declined sharply usd ethereum towards usd xrp declined usd,-1
153,2022-01-06 09:07:00,'bitcoin miners should design their operations to be unaffected by the extreme measures governments will take',0.0,61809.4,60292.0,62266.0,60262.2,77.28,2.52,61623.6,61598.08,60849.4,'bitcoin miners design operations unaffected extreme measures governments take',0
154,2022-01-06 10:40:00,'everything is down today; equities are probably leading crypto',-0.9977008700370787,60292.7,63201.6,63357.1,58589.9,120.6,-4.59,61252.54285714286,61428.82,61809.4,'everything today; equities probably leading crypto',-1
155,2022-01-06 11:55:00,the growth of legitimate crypto usage is far higher than that of illicit usage according to chainalysis,0.9995978474617004,63196.2,64261.0,64518.9,63195.3,19.94,-1.66,61315.67142857143,61337.433333333334,60292.7,growth legitimate crypto usage far higher illicit usage according chainalysis,1
156,2022-01-06 14:40:00,crypto access was the most cited financial services after payment acceptance according to an april survey by pymnts,0.0,64261.0,64131.9,64523.9,63944.0,17.55,0.21,61785.32857142858,61227.68,63196.2,crypto access cited financial services payment acceptance according april survey pymnts,0
157,2022-01-06 16:46:00,get your daily bitesized digest of cryptoasset and blockchainrelated news,0.0,64128.5,64854.3,65054.9,63427.9,60.86,-1.12,62317.5,61093.34,64261.0,get daily bitesized digest cryptoasset blockchainrelated news,0
158,2022-01-06 18:00:00,'bitcoin has historically been an excellent diversifier from other traditional asset classes',0.9996272325515748,64854.3,64982.1,66474.2,64566.7,56.24,-0.19,62770.21428571428,61016.86666666667,64128.5,'bitcoin historically excellent diversifier traditional asset classes',1
159,2022-01-06 20:00:00,'a shame that so few people globally can access apple stock though',-0.611199140548706,64980.9,65159.8,65706.4,64705.6,42.96,-0.27,63360.42857142857,60960.316666666666,64854.3,'a shame people globally access apple stock though',-1
160,2022-01-07 00:00:00,officials likely decided that a move over this period would be the least disruptive x although crypto traders might beg to differ,0.0,65159.9,66495.7,66571.2,64098.4,93.72,-2.01,63839.07142857143,60999.630000000005,64980.9,officials likely decided move period would least disruptive x although crypto traders might beg differ,0
161,2022-01-07 05:16:00,bitcoin dropped below usd  before recovering ethereum dived towards usd âxa xrp broke the usd  level,-0.9976352453231812,66498.8,66672.9,67253.8,65115.4,66.09,-0.26,64725.65714285714,61079.950000000004,65159.9,bitcoin dropped usd recovering ethereum dived towards usd âxa xrp broke usd level,-1
162,2022-01-07 08:40:00,russia's parliament the state duma has said that it wants to 'resolve all legal issues with cryptocurrency',0.0,66674.7,66223.0,66951.4,66038.1,20.74,0.68,65222.58571428571,61134.11666666667,66498.8,russia's parliament state duma said wants 'resolve legal issues cryptocurrency',0
163,2022-01-07 10:22:00,'while the path of the digital economy is relatively unknown our reality is increasingly a fusion of the analog and digital worlds',0.0,66223.0,66034.1,66446.4,65895.1,24.05,0.29,65502.87142857142,61182.13666666667,66674.7,'while path digital economy relatively unknown reality increasingly fusion analog digital worlds',0
164,2022-01-07 11:39:00,some coins saw strong hour gains and others slight losses at press time,0.9993883371353148,66034.8,66775.2,67347.7,65076.5,65.18,-1.11,65775.2,61356.80000000001,66223.0,coins saw strong hour gains others slight losses press time,1
165,2022-01-07 14:59:00,they aim to invest 'across the entire spectrum of stages writing checks as small as usd  and up to hundreds of millions of dollars',0.0,66773.1,68260.6,68384.6,66324.3,66.36,-2.18,66049.31428571428,61608.91,66034.8,aim invest 'across entire spectrum stages writing checks small usd hundreds millions dollars',0
166,2022-01-07 15:14:00,btc fell slightly along with us stock market futures in the early hours of the us trading session today after us payroll figures missed their forecast by a relatively wide margin,-0.9985082745552064,68260.1,67320.9,69990.8,66911.5,85.55,1.4,66517.77142857143,61954.74333333333,66773.1,btc fell slightly along us stock market futures early hours us trading session today us payroll figures missed forecast relatively wide margin,-1
167,2022-01-08 01:00:00,south korean investors are xcfinding it hard to resist the allure of cryptoxd,0.0,67319.8,69537.9,69573.3,66197.8,96.7,-3.19,66826.32857142857,62287.49333333333,68260.1,south korean investors xcfinding hard resist allure cryptoxd,0
168,2022-01-10 04:43:00,bitcoin price is facing resistance near usd  ethereum tested the usd  support xrp is consolidating near usd ,-0.8823370933532715,69538.2,69650.2,70152.5,69259.9,39.12,-0.16,67260.52857142857,62680.543333333335,67319.8,bitcoin price facing resistance near usd ethereum tested usd support xrp consolidating near usd,-1
169,2022-01-10 11:08:00,bill miller has disclosed that he invested  of his personal funds into bitcoin and several other cryptoassets leveraging his crypto investments,0.0,69650.6,69310.5,69847.8,69136.7,20.99,0.49,67685.65714285715,63067.583333333336,69538.2,bill miller disclosed invested personal funds bitcoin several cryptoassets leveraging crypto investments,0
170,2022-01-10 14:22:00,a procrypto spanish mp has told the government that the nation should seek to become a hub of crypto mining and innovation,0.0,69310.1,69347.0,69572.1,69222.4,23.03,-0.05,68126.67142857144,63487.096666666665,69650.6,procrypto spanish mp told government nation seek become hub crypto mining innovation,0
171,2022-01-10 14:44:00,bitcoin btc dropped below the usd  level for the first time since august,-0.9981936812400818,69347.9,70793.4,71956.5,68620.7,82.62,-2.04,68599.97142857143,63936.65666666667,69310.1,bitcoin btc dropped usd level first time since august,-1
172,2022-01-10 16:27:00,get your daily bitesized digest of cryptoasset and blockchainrelated news,0.0,70791.5,71083.6,71616.1,70178.7,49.79,-0.41,69174.02857142857,64354.4,69347.9,get daily bitesized digest cryptoasset blockchainrelated news,0
173,2022-01-10 19:00:00,uruguay's first crypto atm may have taken a long time to arrive x but it has proven an instant hit,0.9968867897987366,71083.7,70550.9,71744.4,70397.1,67.06,0.76,69577.4,64835.79666666667,70791.5,uruguay's first crypto atm may taken long time arrive x proven instant hit,1
174,2022-01-11 04:47:00,bitcoin price recovered above usd  ethereum is stable above usd ,0.9992446899414062,70549.2,68808.0,71034.2,68564.3,75.69,2.53,70038.74285714285,65286.560000000005,71083.7,bitcoin price recovered usd ethereum stable usd,1
175,2022-01-11 10:16:00,cash app has integrated bitcoin lightning network while bottlepay has been granted registration as a cryptoasset business from the uk's financial conduct authority,0.9971140623092652,68807.8,67763.3,70131.0,67616.8,69.42,1.53,69934.40000000001,65573.51,70549.2,cash app integrated bitcoin lightning network bottlepay granted registration cryptoasset business uk's financial conduct authority,1
176,2022-01-11 13:55:00, crypto atms have been installed in the us by january  of this year per coin atm radar,0.0,67773.5,67760.8,68447.5,67330.6,30.63,0.02,69666.24285714286,65762.51666666666,68807.8,crypto atms installed us january year per coin atm radar,0
177,2022-01-11 14:58:00,cryptocurrency traders in the us and the uk are showing a growing tolerance for risk as they gain experience according to a recent paysafe report,0.9996013045310974,67760.8,67533.9,67861.0,67449.6,19.01,0.34,69444.91428571429,65924.87333333334,67773.5,cryptocurrency traders us uk showing growing tolerance risk gain experience according recent paysafe report,1
178,2022-01-11 16:52:00,get your daily bitesized digest of cryptoasset and blockchainrelated news,0.0,67530.1,68352.3,69018.2,66676.8,61.51,-1.21,69185.22857142857,66084.06666666667,67760.8,get daily bitesized digest cryptoasset blockchainrelated news,0
179,2022-01-12 04:37:00,bitcoin price extended recovery and tested usd  ethereum spiked above the usd  resistance,0.9994303584098816,68354.7,67631.3,69504.7,67138.4,66.84,1.06,68837.11428571428,66330.11,67530.1,bitcoin price extended recovery tested usd ethereum spiked usd resistance,1
180,2022-01-12 08:38:00,jack dorsey has taken aim at those taking legal potshots at bitcoin developers x including the likes of craig xcfaketoshixd wright,0.0,67635.8,68366.2,68897.6,67143.2,52.13,-1.07,68344.55714285714,66571.19333333333,68354.7,jack dorsey taken aim taking legal potshots bitcoin developers x including likes craig xcfaketoshixd wright,0
181,2022-01-12 09:29:00,a solo bitcoin miner with a hashrate capacity of just  terahashes per second successfully added a new block to the network securing the btc  block reward,0.99945729970932,68366.0,69428.3,69560.7,67299.9,71.39,-1.53,68032.67142857144,66793.88333333333,67635.8,solo bitcoin miner hashrate capacity terahashes per second successfully added new block network securing btc block reward,1
182,2022-01-12 10:24:00,the us federal reserve chair jerome powell made several comments that may potentially have an impact on the crypto market  and here are the top  ones,0.0,69428.7,68514.6,70638.3,68275.2,49.07,1.33,68121.37142857142,67079.86,68366.0,us federal reserve chair jerome powell made several comments may potentially impact crypto market top ones,0
183,2022-01-12 13:33:00,in december monthly inflation in the us was a bit higher than expected,0.9988952875137328,68514.8,69287.2,69494.0,68294.5,24.58,-1.11,68227.27142857143,67303.37333333334,69428.7,december monthly inflation us bit higher expected,1
184,2022-01-12 19:00:00,the future of bitcoin and crypto mining could involve a move away from coal and asia,0.0,69284.4,68548.2,69558.8,68516.1,25.17,1.07,68444.92857142857,67603.09666666666,68514.8,future bitcoin crypto mining could involve move away coal asia,0
185,2022-01-13 00:00:00,traders say “stay calm” but also expect further whipsaws in btc price until  flips to support and marks a higher time frame trend reversal,0.9994268417358398,68547.6,67971.1,69212.0,66685.8,63.28,0.84,68590.28571428571,67781.47666666667,69284.4,traders say “stay calm” also expect whipsaws btc price flips support marks higher time frame trend reversal,1
186,2022-01-13 04:42:00,bitcoin price took a pause below the usd  resistance ethereum consolidates below usd ,-0.9879359006881714,67975.7,69166.3,70041.0,66578.1,89.45,-1.71,68536.14285714286,67905.3,68547.6,bitcoin price took pause usd resistance ethereum consolidates usd,-1
187,2022-01-13 08:56:00,coinbase said it had agreed to buy cftcregulated derivatives exchange fairx to offer crypto derivatives to all coinbase customers in the united states,0.9993146657943726,69155.4,70141.0,70593.4,69024.3,65.08,-1.4,68753.22857142857,68072.86333333334,67975.7,coinbase said agreed buy cftcregulated derivatives exchange fairx offer crypto derivatives coinbase customers united states,1
188,2022-01-13 10:46:00,the lucky miner defied odds of  in  to win the block race,0.9952406883239746,70139.9,71430.5,71872.0,69181.7,108.56,-1.8,69006.64285714286,68249.05,69155.4,lucky miner defied odds win block race,1
189,2022-01-13 13:51:00,as much as  of surveyed small businessesâxasaid accepting new forms of digital payments is a fundamental factor to their growth in ,0.99825519323349,71422.7,66278.3,71482.8,66076.5,112.66,7.76,69291.5,68463.77666666667,70139.9,much surveyed small businessesâxasaid accepting new forms digital payments fundamental factor growth,1
190,2022-01-13 17:29:00,get your daily bitesized digest of cryptoasset and blockchainrelated news,0.0,66279.1,66919.0,67662.5,65937.3,36.19,-0.95,68972.11428571427,68501.08333333333,71422.7,get daily bitesized digest cryptoasset blockchainrelated news,0
191,2022-01-13 19:00:00,some  of us firsttime homebuyers surveyed in the fourth quarter of last year said that selling cryptocurrency helped them save for a down payment,0.998930037021637,66917.5,67036.6,67361.4,66636.1,29.68,-0.18,68633.98571428572,68515.04,66279.1,us firsttime homebuyers surveyed fourth quarter last year said selling cryptocurrency helped save payment,1
192,2022-01-14 00:00:00,bitcoin’s hash rate hits new alltime highs as jack dorsey tweets that block is “officially building an open bitcoin mining system”,0.9993615746498108,67036.8,65231.1,67420.7,65121.7,63.09,2.77,68418.15714285715,68527.11,66917.5,bitcoin’s hash rate hits new alltime highs jack dorsey tweets block “officially building open bitcoin mining system”,1
193,2022-01-14 00:00:00,bitcoin’s hash rate hits new alltime highs as jack dorsey tweets that block is “officially building an open bitcoin mining system”,0.9993615746498108,65231.0,66219.6,66643.9,64623.3,72.55,-1.5,68026.05714285714,68494.04333333333,67036.8,bitcoin’s hash rate hits new alltime highs jack dorsey tweets block “officially building open bitcoin mining system”,1
194,2022-01-14 00:00:00,bitcoin’s hash rate hits new alltime highs as jack dorsey tweets that block is “officially building an open bitcoin mining system”,0.9993615746498108,66225.1,61569.4,66417.1,61357.5,106.05,7.56,67607.44285714286,68500.38666666666,65231.0,bitcoin’s hash rate hits new alltime highs jack dorsey tweets block “officially building open bitcoin mining system”,1
195,2022-01-14 00:00:00,bitcoin’s hash rate hits new alltime highs as jack dorsey tweets that block is “officially building an open bitcoin mining system”,0.9993615746498108,61569.4,62936.8,63102.6,61156.9,68.84,-2.17,66383.08571428571,68326.93000000001,66225.1,bitcoin’s hash rate hits new alltime highs jack dorsey tweets block “officially building open bitcoin mining system”,1
196,2022-01-14 00:00:00,bitcoin’s hash rate hits new alltime highs as jack dorsey tweets that block is “officially building an open bitcoin mining system”,0.9993615746498108,62937.2,61480.5,63443.2,60779.0,70.55,2.37,65170.87142857143,68149.5,61569.4,bitcoin’s hash rate hits new alltime highs jack dorsey tweets block “officially building open bitcoin mining system”,1
197,2022-01-14 00:00:00,bitcoin’s hash rate hits new alltime highs as jack dorsey tweets that block is “officially building an open bitcoin mining system”,0.9993615746498108,61480.0,60826.6,61847.7,60647.1,27.4,1.07,64485.28571428572,67954.84,62937.2,bitcoin’s hash rate hits new alltime highs jack dorsey tweets block “officially building open bitcoin mining system”,1
198,2022-01-14 00:00:00,bitcoin’s hash rate hits new alltime highs as jack dorsey tweets that block is “officially building an open bitcoin mining system”,0.9993615746498108,60826.6,60796.8,61487.5,60499.3,27.5,0.05,63615.15714285714,67664.45333333334,61480.0,bitcoin’s hash rate hits new alltime highs jack dorsey tweets block “officially building open bitcoin mining system”,1
199,2022-01-14 00:00:00, of respondents reported having  or less in crypto while another  said they held between  and ,0.0,67036.8,65231.1,67420.7,65121.7,63.09,2.77,63615.15714285714,67577.32666666666,60826.6,respondents reported less crypto another said held,0
200,2022-01-14 00:00:00, of respondents reported having  or less in crypto while another  said they held between  and ,0.0,65231.0,66219.6,66643.9,64623.3,72.55,-1.5,63615.15714285714,67441.35666666666,67036.8,respondents reported less crypto another said held,0
201,2022-01-14 00:00:00, of respondents reported having  or less in crypto while another  said they held between  and ,0.0,66225.1,61569.4,66417.1,61357.5,106.05,7.56,63615.15714285715,67337.26333333334,65231.0,respondents reported less crypto another said held,0
202,2022-01-14 00:00:00, of respondents reported having  or less in crypto while another  said they held between  and ,0.0,61569.4,62936.8,63102.6,61156.9,68.84,-2.17,63615.15714285714,67029.86,66225.1,respondents reported less crypto another said held,0
203,2022-01-14 00:00:00, of respondents reported having  or less in crypto while another  said they held between  and ,0.0,62937.2,61480.5,63443.2,60779.0,70.55,2.37,63615.15714285714,66758.31,61569.4,respondents reported less crypto another said held,0
204,2022-01-14 00:00:00, of respondents reported having  or less in crypto while another  said they held between  and ,0.0,61480.0,60826.6,61847.7,60647.1,27.4,1.07,63615.15714285714,66456.00333333334,62937.2,respondents reported less crypto another said held,0
205,2022-01-14 00:00:00, of respondents reported having  or less in crypto while another  said they held between  and ,0.0,60826.6,60796.8,61487.5,60499.3,27.5,0.05,63615.15714285714,66189.96333333333,61480.0,respondents reported less crypto another said held,0
206,2022-01-14 00:00:00,the sdsu announced that it’s accepting donations in cryptocurrency to fund activities that promote crypto adoption within the university,0.0,67036.8,65231.1,67420.7,65121.7,63.09,2.77,63615.15714285715,66165.40666666666,60826.6,sdsu announced it’s accepting donations cryptocurrency fund activities promote crypto adoption within university,0
207,2022-01-14 00:00:00,the sdsu announced that it’s accepting donations in cryptocurrency to fund activities that promote crypto adoption within the university,0.0,65231.0,66219.6,66643.9,64623.3,72.55,-1.5,63615.15714285715,66081.08,67036.8,sdsu announced it’s accepting donations cryptocurrency fund activities promote crypto adoption within university,0
208,2022-01-14 00:00:00,the sdsu announced that it’s accepting donations in cryptocurrency to fund activities that promote crypto adoption within the university,0.0,66225.1,61569.4,66417.1,61357.5,106.05,7.56,63615.15714285714,66037.58,65231.0,sdsu announced it’s accepting donations cryptocurrency fund activities promote crypto adoption within university,0
209,2022-01-14 00:00:00,the sdsu announced that it’s accepting donations in cryptocurrency to fund activities that promote crypto adoption within the university,0.0,61569.4,62936.8,63102.6,61156.9,68.84,-2.17,63615.15714285715,65811.40333333334,66225.1,sdsu announced it’s accepting donations cryptocurrency fund activities promote crypto adoption within university,0
210,2022-01-14 00:00:00,the sdsu announced that it’s accepting donations in cryptocurrency to fund activities that promote crypto adoption within the university,0.0,62937.2,61480.5,63443.2,60779.0,70.55,2.37,63615.15714285715,65654.78333333334,61569.4,sdsu announced it’s accepting donations cryptocurrency fund activities promote crypto adoption within university,0
211,2022-01-14 00:00:00,the sdsu announced that it’s accepting donations in cryptocurrency to fund activities that promote crypto adoption within the university,0.0,61480.0,60826.6,61847.7,60647.1,27.4,1.07,63615.15714285715,65425.25,62937.2,sdsu announced it’s accepting donations cryptocurrency fund activities promote crypto adoption within university,0
212,2022-01-14 00:00:00,the sdsu announced that it’s accepting donations in cryptocurrency to fund activities that promote crypto adoption within the university,0.0,60826.6,60796.8,61487.5,60499.3,27.5,0.05,63615.15714285714,65138.513333333336,61480.0,sdsu announced it’s accepting donations cryptocurrency fund activities promote crypto adoption within university,0
213,2022-01-14 00:00:00,rio de janeiro mayor eduardo paes talked about bitcoin with miami mayor and btc bull francis suarez at rio innovation week,0.0,67036.8,65231.1,67420.7,65121.7,63.09,2.77,63615.15714285714,65089.24666666667,60826.6,rio de janeiro mayor eduardo paes talked bitcoin miami mayor btc bull francis suarez rio innovation week,0
214,2022-01-14 00:00:00,rio de janeiro mayor eduardo paes talked about bitcoin with miami mayor and btc bull francis suarez at rio innovation week,0.0,65231.0,66219.6,66643.9,64623.3,72.55,-1.5,63615.15714285714,64954.13333333333,67036.8,rio de janeiro mayor eduardo paes talked bitcoin miami mayor btc bull francis suarez rio innovation week,0
215,2022-01-14 00:00:00,rio de janeiro mayor eduardo paes talked about bitcoin with miami mayor and btc bull francis suarez at rio innovation week,0.0,66225.1,61569.4,66417.1,61357.5,106.05,7.56,63615.15714285715,64876.71666666667,65231.0,rio de janeiro mayor eduardo paes talked bitcoin miami mayor btc bull francis suarez rio innovation week,0
216,2022-01-14 00:00:00,rio de janeiro mayor eduardo paes talked about bitcoin with miami mayor and btc bull francis suarez at rio innovation week,0.0,61569.4,62936.8,63102.6,61156.9,68.84,-2.17,63615.15714285714,64663.17333333334,66225.1,rio de janeiro mayor eduardo paes talked bitcoin miami mayor btc bull francis suarez rio innovation week,0
217,2022-01-14 00:00:00,rio de janeiro mayor eduardo paes talked about bitcoin with miami mayor and btc bull francis suarez at rio innovation week,0.0,62937.2,61480.5,63443.2,60779.0,70.55,2.37,63615.15714285714,64455.9,61569.4,rio de janeiro mayor eduardo paes talked bitcoin miami mayor btc bull francis suarez rio innovation week,0
218,2022-01-14 00:00:00,rio de janeiro mayor eduardo paes talked about bitcoin with miami mayor and btc bull francis suarez at rio innovation week,0.0,61480.0,60826.6,61847.7,60647.1,27.4,1.07,63615.15714285714,64167.23666666667,62937.2,rio de janeiro mayor eduardo paes talked bitcoin miami mayor btc bull francis suarez rio innovation week,0
219,2022-01-14 00:00:00,rio de janeiro mayor eduardo paes talked about bitcoin with miami mayor and btc bull francis suarez at rio innovation week,0.0,60826.6,60796.8,61487.5,60499.3,27.5,0.05,63615.15714285714,63814.03333333333,61480.0,rio de janeiro mayor eduardo paes talked bitcoin miami mayor btc bull francis suarez rio innovation week,0
220,2022-01-14 00:00:00,the latest 'death cross' on the bitcoin daily chart is swept aside in favor of buyin signals and an 'eventual' surge towards ,0.997327446937561,67036.8,65231.1,67420.7,65121.7,63.09,2.77,63615.15714285715,63839.29,60826.6,latest 'death cross' bitcoin daily chart swept aside favor buyin signals 'eventual' surge towards,1
221,2022-01-14 00:00:00,the latest 'death cross' on the bitcoin daily chart is swept aside in favor of buyin signals and an 'eventual' surge towards ,0.997327446937561,65231.0,66219.6,66643.9,64623.3,72.55,-1.5,63615.15714285715,63783.073333333334,67036.8,latest 'death cross' bitcoin daily chart swept aside favor buyin signals 'eventual' surge towards,1
222,2022-01-14 00:00:00,the latest 'death cross' on the bitcoin daily chart is swept aside in favor of buyin signals and an 'eventual' surge towards ,0.997327446937561,66225.1,61569.4,66417.1,61357.5,106.05,7.56,63615.15714285714,63756.01666666667,65231.0,latest 'death cross' bitcoin daily chart swept aside favor buyin signals 'eventual' surge towards,1
223,2022-01-14 00:00:00,the latest 'death cross' on the bitcoin daily chart is swept aside in favor of buyin signals and an 'eventual' surge towards ,0.997327446937561,61569.4,62936.8,63102.6,61156.9,68.84,-2.17,63615.15714285715,63633.96333333333,66225.1,latest 'death cross' bitcoin daily chart swept aside favor buyin signals 'eventual' surge towards,1
224,2022-01-14 00:00:00,the latest 'death cross' on the bitcoin daily chart is swept aside in favor of buyin signals and an 'eventual' surge towards ,0.997327446937561,62937.2,61480.5,63443.2,60779.0,70.55,2.37,63615.15714285715,63524.36666666667,61569.4,latest 'death cross' bitcoin daily chart swept aside favor buyin signals 'eventual' surge towards,1
225,2022-01-14 00:00:00,the latest 'death cross' on the bitcoin daily chart is swept aside in favor of buyin signals and an 'eventual' surge towards ,0.997327446937561,61480.0,60826.6,61847.7,60647.1,27.4,1.07,63615.15714285715,63521.386666666665,62937.2,latest 'death cross' bitcoin daily chart swept aside favor buyin signals 'eventual' surge towards,1
226,2022-01-14 00:00:00,the latest 'death cross' on the bitcoin daily chart is swept aside in favor of buyin signals and an 'eventual' surge towards ,0.997327446937561,60826.6,60796.8,61487.5,60499.3,27.5,0.05,63615.15714285714,63451.03333333333,61480.0,latest 'death cross' bitcoin daily chart swept aside favor buyin signals 'eventual' surge towards,1
227,2022-01-14 00:00:00,the india international exchange is reportedly looking to explore digital assetbased products despite local uncertainty,0.0,67036.8,65231.1,67420.7,65121.7,63.09,2.77,63615.15714285714,63636.26,60826.6,india international exchange reportedly looking explore digital assetbased products despite local uncertainty,0
228,2022-01-14 00:00:00,the india international exchange is reportedly looking to explore digital assetbased products despite local uncertainty,0.0,65231.0,66219.6,66643.9,64623.3,72.55,-1.5,63615.15714285714,63783.07333333334,67036.8,india international exchange reportedly looking explore digital assetbased products despite local uncertainty,0
229,2022-01-14 00:00:00,the india international exchange is reportedly looking to explore digital assetbased products despite local uncertainty,0.0,66225.1,61569.4,66417.1,61357.5,106.05,7.56,63615.15714285715,63756.01666666667,65231.0,india international exchange reportedly looking explore digital assetbased products despite local uncertainty,0
